425598 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 499 <unfinished ...>
425600 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425606 write(8, "LOG_START_wsgi ,TS=1715882229.15"..., 37) = 37
425603 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425599 write(8, "LOG_STOP_wsgi, TS=1715882229.139"..., 37) = 37
425606 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425601 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425600 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425602 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425599 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425607 write(8, "LOG_START_wsgi ,TS=1715882229.15"..., 37) = 37
425601 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425604 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259 <unfinished ...>
425602 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
425605 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425599 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425603 write(8, "TID = \n425603\n", 14) = 14
425607 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425606 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425604 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425600 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425605 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425601 write(8, "LOG_STOP_wsgi, TS=1715882229.142"..., 37) = 37
425603 write(3, "INFO:werkzeug:TID = \n425603\n", 28) = 28
425602 write(8, "LOG_STOP_wsgi, TS=1715882229.144"..., 37) = 37
425606 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425599 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425600 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425607 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425601 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425604 write(8, "PID = \n425149\n", 14) = 14
425602 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425605 write(8, "PID = \n425149\n", 14) = 14
425599 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425603 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425607 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425606 write(8, "PID = \n425149\n", 14) = 14
425607 write(8, "PID = \n425149\n", 14) = 14
425604 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425604 write(8, "TID = \n425604\n", 14) = 14
425601 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425601 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425605 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425605 write(8, "TID = \n425605\n", 14) = 14
425603 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425603 write(8, "LOG_STOP_wsgi, TS=1715882229.147"..., 35) = 35
425602 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425602 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425606 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425606 write(8, "TID = \n425606\n", 14) = 14
425607 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425607 write(8, "TID = \n425607\n", 14) = 14
425604 write(3, "INFO:werkzeug:TID = \n425604\n", 28) = 28
425604 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425601 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425605 write(3, "INFO:werkzeug:TID = \n425605\n", 28 <unfinished ...>
425605 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425603 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 49) = 49
425602 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425606 write(3, "INFO:werkzeug:TID = \n425606\n", 28) = 28
425606 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425607 write(3, "INFO:werkzeug:TID = \n425607\n", 28) = 28
425604 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425607 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425605 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425604 write(8, "LOG_STOP_wsgi, TS=1715882229.150"..., 37) = 37
425603 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425605 write(8, "LOG_STOP_wsgi, TS=1715882229.152"..., 37) = 37
425604 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425603 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72 <unfinished ...>
425607 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425607 write(8, "LOG_STOP_wsgi, TS=1715882229.156"..., 36) = 36
425603 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425605 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425604 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112 <unfinished ...>
425604 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425606 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425606 write(8, "LOG_STOP_wsgi, TS=1715882229.154"..., 36) = 36
425607 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425605 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425605 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425604 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425606 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425607 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425607 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425605 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425606 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425606 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425607 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425606 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425659 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425659 write(8, "LOG_START_wsgi ,TS=1715882230.29"..., 38) = 38
425659 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425659 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425659 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425659 write(8, "PID = \n425149\n", 14) = 14
425659 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425659 write(8, "TID = \n425659\n", 14) = 14
425659 write(3, "INFO:werkzeug:TID = \n425659\n", 28) = 28
425659 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425659 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425659 write(8, "LOG_STOP_wsgi, TS=1715882230.295"..., 37) = 37
425659 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425659 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425659 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425659 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425666 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425666 write(8, "LOG_START_wsgi ,TS=1715882230.31"..., 38) = 38
425666 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425666 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425666 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425666 write(8, "PID = \n425149\n", 14) = 14
425666 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425666 write(8, "TID = \n425666\n", 14) = 14
425666 write(3, "INFO:werkzeug:TID = \n425666\n", 28) = 28
425666 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425666 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425666 write(8, "LOG_STOP_wsgi, TS=1715882230.317"..., 37) = 37
425666 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425666 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425666 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425666 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425668 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425668 write(8, "LOG_START_wsgi ,TS=1715882230.32"..., 38) = 38
425668 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425668 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425668 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425668 write(8, "PID = \n425149\n", 14) = 14
425668 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425668 write(8, "TID = \n425668\n", 14) = 14
425668 write(3, "INFO:werkzeug:TID = \n425668\n", 28) = 28
425668 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425668 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425668 write(8, "LOG_STOP_wsgi, TS=1715882230.325"..., 37) = 37
425668 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425668 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425668 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425668 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425670 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425670 write(8, "LOG_START_wsgi ,TS=1715882230.33"..., 38) = 38
425670 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425670 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425670 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425670 write(8, "PID = \n425149\n", 14) = 14
425670 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425670 write(8, "TID = \n425670\n", 14) = 14
425670 write(3, "INFO:werkzeug:TID = \n425670\n", 28) = 28
425670 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425670 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425670 write(8, "LOG_STOP_wsgi, TS=1715882230.332"..., 37) = 37
425670 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425670 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425670 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425670 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425672 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425672 write(8, "LOG_START_wsgi ,TS=1715882230.34"..., 38) = 38
425672 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425672 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425672 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425672 write(8, "PID = \n425149\n", 14) = 14
425672 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425672 write(8, "TID = \n425672\n", 14) = 14
425672 write(3, "INFO:werkzeug:TID = \n425672\n", 28) = 28
425672 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425672 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425672 write(8, "LOG_STOP_wsgi, TS=1715882230.340"..., 37) = 37
425672 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425672 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425672 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425672 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425676 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425676 write(8, "LOG_START_wsgi ,TS=1715882230.35"..., 38) = 38
425676 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425676 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425676 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425676 write(8, "PID = \n425149\n", 14) = 14
425676 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425676 write(8, "TID = \n425676\n", 14) = 14
425676 write(3, "INFO:werkzeug:TID = \n425676\n", 28) = 28
425676 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425676 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425676 write(8, "LOG_STOP_wsgi, TS=1715882230.351"..., 37) = 37
425676 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425676 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425676 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425676 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425678 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425678 write(8, "LOG_START_wsgi ,TS=1715882230.35"..., 38) = 38
425678 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425678 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425678 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425678 write(8, "PID = \n425149\n", 14) = 14
425678 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425678 write(8, "TID = \n425678\n", 14) = 14
425678 write(3, "INFO:werkzeug:TID = \n425678\n", 28) = 28
425678 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425678 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425678 write(8, "LOG_STOP_wsgi, TS=1715882230.355"..., 37) = 37
425678 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425678 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425678 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425678 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425680 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425680 write(8, "LOG_START_wsgi ,TS=1715882230.36"..., 38) = 38
425680 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425680 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425680 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425680 write(8, "PID = \n425149\n", 14) = 14
425680 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425680 write(8, "TID = \n425680\n", 14) = 14
425680 write(3, "INFO:werkzeug:TID = \n425680\n", 28) = 28
425680 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425680 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425680 write(8, "LOG_STOP_wsgi, TS=1715882230.365"..., 37) = 37
425680 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425680 write(3, "INFO:jaeger_tracing:Reporting sp"..., 111) = 111
425680 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425680 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425681 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425681 write(8, "LOG_START_wsgi ,TS=1715882230.36"..., 38) = 38
425681 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425681 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425681 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425681 write(8, "PID = \n425149\n", 14) = 14
425681 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425681 write(8, "TID = \n425681\n", 14) = 14
425681 write(3, "INFO:werkzeug:TID = \n425681\n", 28) = 28
425681 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425681 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425681 write(8, "LOG_STOP_wsgi, TS=1715882230.368"..., 37) = 37
425681 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425681 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425681 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425681 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425682 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425682 write(8, "LOG_START_wsgi ,TS=1715882230.37"..., 38) = 38
425682 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425682 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425682 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425682 write(8, "PID = \n425149\n", 14) = 14
425682 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425682 write(8, "TID = \n425682\n", 14) = 14
425682 write(3, "INFO:werkzeug:TID = \n425682\n", 28) = 28
425682 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425682 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425682 write(8, "LOG_STOP_wsgi, TS=1715882230.371"..., 37) = 37
425682 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425682 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425682 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425682 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425713 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425713 write(8, "LOG_START_wsgi ,TS=1715882231.35"..., 38) = 38
425713 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425713 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425713 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425713 write(8, "PID = \n425149\n", 14) = 14
425713 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425713 write(8, "TID = \n425713\n", 14) = 14
425713 write(3, "INFO:werkzeug:TID = \n425713\n", 28) = 28
425713 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425713 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425713 write(8, "LOG_STOP_wsgi, TS=1715882231.356"..., 37) = 37
425713 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425713 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425713 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425713 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425716 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425716 write(8, "LOG_START_wsgi ,TS=1715882231.37"..., 38) = 38
425716 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425716 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425716 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425716 write(8, "PID = \n425149\n", 14) = 14
425716 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425716 write(8, "TID = \n425716\n", 14) = 14
425716 write(3, "INFO:werkzeug:TID = \n425716\n", 28) = 28
425716 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425716 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425716 write(8, "LOG_STOP_wsgi, TS=1715882231.371"..., 37) = 37
425716 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425716 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425716 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425716 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425721 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500) = 500
425721 write(8, "LOG_START_wsgi ,TS=1715882231.38"..., 38) = 38
425721 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425721 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425721 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273) = 273
425721 write(8, "PID = \n425149\n", 14) = 14
425721 write(3, "INFO:werkzeug:PID = \n425149\n", 28) = 28
425721 write(8, "TID = \n425721\n", 14) = 14
425721 write(3, "INFO:werkzeug:TID = \n425721\n", 28) = 28
425721 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425721 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425721 write(8, "LOG_STOP_wsgi, TS=1715882231.387"..., 37) = 37
425721 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425721 write(3, "INFO:jaeger_tracing:Reporting sp"..., 112) = 112
425721 write(8, "10.5.30.76 - - [16/May/2024 23:2"..., 72) = 72
425721 write(3, "INFO:werkzeug:10.5.30.76 - - [16"..., 86) = 86
425728 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
425728 write(8, "LOG_START_wsgi ,TS=1715882231.39"..., 38) = 38
425728 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425728 write(8, "headers = \nHost: 10.5.30.76:8001"..., 259) = 259
425729 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 500 <unfinished ...>
425728 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 273 <unfinished ...>
425729 write(8, "LOG_START_wsgi ,TS=1715882231.40"..., 38) = 38
425729 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425728 write(8, "PID = \n425149\n", 14) = 14
425728 write(3, "INFO:werkzeug:PID = \n425149\n", 28 <unfinished ...>
